text,labels
A new U.N. report says the existence of armed militias in Lebanon is incompatible with restoring the country 's sovereignty and territorial integrity after three decades of Syrian domination .,O O B-geo O O O O O O O O B-geo O O O O O O O O O O O O O O O B-gpe O O
Special U.N. envoy Terje Roed-Larsen said in his report that Lebanon 's inability to exert control over some areas or to rein in militias is stalling its progress toward full sovereignty .,O B-geo O B-per I-per O O O O O B-geo O O O O O O O O O O O O O O O O O O O O O
"Mr. Roed-Larsen is the special envoy in charge of implementing Security Council resolution 1559 , which calls for the withdrawal of foreign troops from Lebanon and the disarming of all militias , such as Hezbollah .",B-per I-per O O O O O O O O B-org I-org O B-tim O O O O O O O O O O B-geo O O O O O O O O O B-org O
At least 32 suspected militants were killed when troops launched a counter-attack .,O O O O O O O O O O O O O
"Hours earlier , Louisiana and neighboring Mississippi declared their own states of emergency in preparation for the storm , and evacuations of low-lying areas began .",O O O B-geo O O B-org O O O O O O O O O O O O O O O O O O O
"The report was delivered Wednesday in New York , as Lebanese troops deployed near Palestinian militant camps in the hills near the Syrian border .",O O O O B-tim O B-geo I-geo O O B-gpe O O O B-gpe O O O O O O O B-gpe O O
Soldiers used loud speakers to call on the militants to leave the base and surrender those responsible for the killing Tuesday of a Lebanese army contractor .,O O O O O O O O O O O O O O O O O O O O B-tim O O B-gpe O O O
An Indian court has sentenced a Pakistani man to death for the militant attack on New Delhi 's famous 17th century Red Fort five years ago .,O B-gpe O O O O B-gpe O O O O O O O O B-org I-org O O B-tim I-tim B-geo I-geo B-tim O O O
Muhammad Arif was handed the death sentence Monday for his role in the December 2000 attack that killed three people .,B-per I-per O O O O O B-tim O O O O O B-tim I-tim O O O O O O
The victims - a soldier and two civilians - died when Arif and five other militants sneaked into the complex and opened fire .,O O O O O O O O O O O B-per O O O O O O O O O O O O
The Red Fort was a 17th century palace for Muslim Mughal emperor Shah Jehan .,O B-geo I-geo O O B-tim I-tim I-tim O B-org I-org I-org I-org I-org O
The fort is now a symbol of India 's independence .,O O O O O O O B-geo O O O
Many speeches and official pronouncements are given at its gates .,O O O O O O O O O O O
The United States has formally extended sanctions against Burma 's military government for another year .,O B-geo I-geo O O O O O B-geo O O O O B-tim O O
"President Barack Obama informed Congress of the decision Friday , saying Burma poses a continuing threat to U.S. national security and foreign policy .",B-per I-per I-per O B-org O O O B-tim O O B-geo O O O O O B-geo O O O O O O
"Oil rigs in the Gulf of Mexico were evacuated as well , as the 11th named storm of this year 's Atlantic hurricane season churned over the Gulf 's warm waters .",O O O O B-geo I-geo I-geo O O O O O O O B-tim O O O O O O B-geo O O O O O B-geo O O O O
He added that Burma 's actions and policies are hostile to U.S. interests .,O O O B-geo O O O O O O O B-geo O O
The existing sanctions on Burma must be renewed annually .,O O O O B-geo O O O O O
They were set to expire next week .,O O O O O O O O
"Despite the sanctions , President Obama has been making an effort to engage the isolated country .",O O O O B-per I-per O O O O O O O O O O O
"Earlier this week , U.S. Assistant Secretary of State Kurt Campbell visited Burma for a two-day trip , during which he met with leaders of the military junta and detained opposition leader Aung San Suu Kyi .",O O O O B-geo O O O O B-per I-per O B-geo O O B-tim O O O O O O O O O O O O O O O O B-geo I-geo I-geo I-geo O
The United States has strongly criticized Burma for upcoming election plans that effectively exclude Aung San Suu Kyi and her National League for Democracy party .,O B-geo I-geo O O O B-geo O O O O O O O B-geo I-geo I-geo I-geo O O B-org I-org I-org I-org O O
"The United States has stopped accepting requests for H1-B specialty work visas because its quota of 65,000 visas for 2006 has been reached .",O B-geo I-geo O O O O O O O O O O O O O O O O B-tim O O O O
"The government 's immigration services agency said Friday , any further visa requests that are received will have to wait until late next year .",O O O O O O O B-tim O O O O O O O O O O O O O O O O O
"The specialty work visa program allows American companies to hire skilled workers from abroad with advanced skills , including scientists , engineers , or computer programmers .",O O O O O O B-gpe O O O O O O O O O O O O O O O O O O O O
"The 65,000 visas granted annually normally can be extended for up to six years .",O O O O O O O O O O O O B-tim O O
"At last report , Katrina had 185 kilometer-per-hour winds as it moved slowly toward the west-northwest .",O O O O B-nat O O O O O O O O O O O O
Congress decides how many visas are to be issued .,B-org O O O O O O O O O
"In addition to 65,000 regular H1-B visas , It also has approved an additional 20,000 work permits each year for foreigners who hold an advanced degree ( master 's or doctorate ) from an American college or university .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-gpe O O O O
Taiwan President Chen Shui-bian has called for a ban on the use of weapons of mass destruction across the Taiwan Strait .,O B-per I-per I-per O O O O O O O O O O O O O O O B-geo I-geo O
"Mr. Chen said Wednesday that Taiwan is willing to guarantee that it will not use such weapons , and called on China to do the same .",B-per I-per O B-tim O B-geo O O O O O O O O O O O O O O O B-geo O O O O O
"Mr. Chen also made a new appeal to China to hold talks with the island , saying the two sides should work together to create a code of conduct across the strait .",B-per I-per O O O O O O B-geo O O O O O O O O O O O O O O O O O O O O O O O O
"China has rejected past overtures made by Mr. Chen , and has refused to speak with the Taiwanese leader until he agrees that Taiwan is an inseparable part of China .",B-geo O O O O O O B-per I-per O O O O O O O O B-gpe O O O O O B-geo O O O O O B-geo O
China has threatened to seize Taiwan by force if it makes moves toward independence .,B-geo O O O O B-geo O O O O O O O O O
Diplomats at the U.N. nuclear agency say the United States and its European allies have agreed to suspend their push to refer Iran to the Security Council for possible sanctions over its nuclear activities .,O O O B-geo O O O O B-geo I-geo O O O O O O O O O O O O B-geo O O B-org I-org O O O O O O O O
"The diplomats , speaking on condition of anonymity , said U.S. and European officials agreed to the delay to give Russia more time to persuade Iran to compromise on its nuclear activities .",O O O O O O O O O O B-geo O O O O O O O O O B-geo O O O O B-geo O O O O O O O
"They spoke Monday , ahead of this week 's meeting of the board of governors of the International Atomic Energy Agency in Vienna .",O O B-tim O O O O O O O O O O O O O O B-org I-org I-org I-org O B-geo O
"Hurricane Katrina slammed into southeast Florida Thursday , leaving at least seven people dead .",B-nat I-nat O O O B-geo B-tim O O O O O O O O
The West accuses Iran of seeking to build nuclear weapons - a charge Iran denies .,O B-org O B-geo O O O O O O O O O B-geo O O
"Meanwhile , British Foreign Secretary Jack Straw says Iran must meet its obligations and allow international inspectors to visit its nuclear facilities .",O O B-org I-org O B-per I-per O B-geo O O O O O O O O O O O O O O
"On Sunday , the Iranian parliament voted to bar such visits if Iran is referred to the Security Council .",O B-tim O O B-gpe O O O O O O O B-geo O O O O B-org I-org O
"Israeli soldiers raided a West Bank refugee camp , Friday , sparking a shootout that killed two Palestinian militants and badly wounded another .",B-gpe O O O B-org I-org O O O B-tim O O O O O O O B-gpe O O O O O O
An Israeli military spokeswoman says Palestinians fired at troops who entered the Balata refugee camp at Nablus to arrest militants in the pre-dawn operation .,O B-gpe O O O B-gpe O O O O O O B-geo O O O B-geo O O O O O O O O
"The fighting , part of a week-long Israeli offensive against militants , came a day after Palestinian authorities in the Gaza Strip began enforcing a ban on public displays of weapons in a key step toward imposing order .",O O O O O O O B-gpe O O O O O O O O B-gpe O O O B-geo I-geo O O O O O O O O O O O O O O O O O
Friday 's bloodshed came hours after Palestinians finished voting in local elections in the West Bank widely seen as a test of the political clout for the militant group Hamas ahead of a parliamentary ballot in January .,B-tim O O O O O B-gpe O O O O O O O B-org I-org O O O O O O O O O O O O O B-org O O O O O O B-tim O
"Unofficial results show the ruling Fatah party of Palestinian President Mahmoud Abbas won control of at least 61 of the 104 local councils , and Hamas took 28 .",O O O O O B-geo O O B-gpe B-per I-per I-per O O O O O B-tim O O O O O O O B-org O B-tim O
U.S. military officials says they have completed a major sweep of western Iraq aimed at suppressing militant attacks in the lead-up to next week 's constitutional referendum .,B-geo O O O O O O O O O O B-geo I-geo O O O O O O O O O O O O O O O
A spokesman in Baghdad Friday said U.S.-led troops killed 50 insurgents during the six-day operation along the Syrian border .,O O O B-geo B-tim O O O O O O O O B-tim O O O B-gpe O O
Israel 's security cabinet has approved a plan to release 900 Palestinian prisoners and withdraw troops from the Palestinian town of Jericho .,B-geo O O O O O O O O O O B-gpe O O O O O O B-gpe O O B-geo O
He also said six U.S. Marines were killed by two separate roadside bombs in the area of operations .,O O O O B-org I-org O O O O O O O O O O O O O
The end of the military offensive comes just over one week before Iraqis go to the polls to vote on the country 's new constitution .,O O O O O O O O O B-tim O B-tim B-gpe O O O O O O O O O O O O O
"Shi'ite and Kurdish leaders support the constitution , while many Sunnis have denounced it .",O O O O O O O O O O O O O O O
"Meanwhile , Iraqi President Jalal Talabani told a British television network , Sky News , Iraqi forces will not be ready to replace U.S.-led troops for two years .",O O B-gpe B-per I-per I-per O O B-gpe O O O B-org I-org O B-gpe O O O O O O O O O O B-tim O O
But he said coalition withdrawal depends on a resolution from the U.N. Security Council and negotiations between the Iraqi government and coalition forces .,O O O O O O O O O O O B-org I-org I-org O O O O B-gpe O O O O O
